uuid|origin|networkuuid|destination|message|sender|messagestatusuuid|datetime
f81df68c-3c67-4f07-a580-f15e18ebc3b5|tawi|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|094def52-bc18-4a9e-9b84-c34cc6476c75|Do not let us conceal from ourselves|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|2F4AF191-8557-86C5-5D72-47DD44D303B1|Fri Aug 15 06:35:05 EAT 2014
cd4d0542-5484-43ec-94a8-db42492911bc|impala|0DE968C9-7309-C481-58F7-AB6CDB1011EF|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|I have taken pains to know|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|Tue Oct 07 05:52:57 EAT 2014
5974f5cb-9fb7-4687-b828-9213516b5dca|20240|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a2688d72-291b-470c-8926-31a903f5ed0c|An ennobling and invigorating influence|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Thu Oct 09 07:38:09 EAT 2014
e635896f-32b9-4910-9c2d-67f3f21b7ec4|20272|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a118c8ea-f831-4288-986d-35e22c91fc4d|It's deliciously honest|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Sat Nov 22 10:24:34 EAT 2014
2a2500a1-6a92-4916-a7f6-99615e5808d8|tawi|0DE968C9-7309-C481-58F7-AB6CDB1011EF|9bef62f6-e682-4efd-98e9-ca41fa4ef993|Every curve of her features seemed to impress|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|2F4AF191-8557-86C5-5D72-47DD44D303B1|Tue Sep 09 08:52:49 EAT 2014
3360cfd2-7216-4718-8e7e-578d955af07c|impala|5C1D9939-136A-55DE-FD0E-61D8204E17C9|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|We again thank you for your inquiry|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|49229BA2-91E5-7E64-F49C-923B7927C40D|Fri Sep 19 20:28:01 EAT 2014
33340512-d115-4e05-854c-0ffc39a24007|20240|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|9bef62f6-e682-4efd-98e9-ca41fa4ef993|Glitter like a swarm of fire-flies tangled in a silver braid|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|Mon Nov 24 21:48:20 EAT 2014
180ec586-bd0e-486c-a703-3b5bae37adc8|20272|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a118c8ea-f831-4288-986d-35e22c91fc4d|Fair as a star when only one is shining in the sky|650195B6-9357-C147-C24E-7FBDAEEC74ED|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Sun Dec 07 06:54:34 EAT 2014
cb75a330-d462-468e-add3-223b7eef6122|tawi|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a118c8ea-f831-4288-986d-35e22c91fc4d|How well you do it!|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|49229BA2-91E5-7E64-F49C-923B7927C40D|Wed Aug 27 15:33:05 EAT 2014
adf70da6-2c63-417b-bb7e-195f0c767edb|impala|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|094def52-bc18-4a9e-9b84-c34cc6476c75|I will even express a hope at the outset|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|49229BA2-91E5-7E64-F49C-923B7927C40D|Mon Oct 27 18:37:47 EAT 2014
111b9557-244c-4ef4-9389-cf054bc58956|20240|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a118c8ea-f831-4288-986d-35e22c91fc4d|Reading between the lines|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Wed Oct 01 00:18:05 EAT 2014
6437e104-1e21-41fb-87d4-2f6847a21e19|20272|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a118c8ea-f831-4288-986d-35e22c91fc4d|This was the most surprising thing of all|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Thu Dec 25 14:04:50 EAT 2014
6c7dbce6-5c17-4308-a303-0f7b95bb3b57|tawi|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|094def52-bc18-4a9e-9b84-c34cc6476c75|Platitudinous and pompously sentimental|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|Sat Nov 01 18:35:02 EAT 2014
66b3a97c-7aec-4177-bb1c-30e88236303f|impala|0DE968C9-7309-C481-58F7-AB6CDB1011EF|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|The surf was like the advancing lines of an unknown enemy|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|49229BA2-91E5-7E64-F49C-923B7927C40D|Tue Sep 30 17:08:16 EAT 2014
a87b4dcb-8794-4605-8152-d012689a3436|20240|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a118c8ea-f831-4288-986d-35e22c91fc4d|PUBLIC SPEAKING PHRASES|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Fri Aug 01 01:06:00 EAT 2014
0e6abe8b-2a66-4bf2-87e5-5a0b75136117|20272|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|I ought to give an illustration|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Sun Nov 23 23:06:28 EAT 2014
b420552d-647d-4cf8-a819-825c71c2c71b|tawi|0DE968C9-7309-C481-58F7-AB6CDB1011EF|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|It is idle to think of|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|2F4AF191-8557-86C5-5D72-47DD44D303B1|Sun Dec 07 15:49:44 EAT 2014
1ba9aab3-1761-41d6-a0b3-170cd38a2418|impala|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a118c8ea-f831-4288-986d-35e22c91fc4d|His pulses leaped anew|650195B6-9357-C147-C24E-7FBDAEEC74ED|49229BA2-91E5-7E64-F49C-923B7927C40D|Fri Aug 22 03:48:05 EAT 2014
46057c9a-f2b2-45e7-b5a3-43ba668b38c2|20240|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a118c8ea-f831-4288-986d-35e22c91fc4d|Perhaps, sir, I am mistaken in|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|49229BA2-91E5-7E64-F49C-923B7927C40D|Sat Dec 20 06:20:15 EAT 2014
1d9230cb-df35-47df-9b99-3b8763855557|20272|0DE968C9-7309-C481-58F7-AB6CDB1011EF|9bef62f6-e682-4efd-98e9-ca41fa4ef993|Certainly, with the greatest pleasure|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Mon Sep 01 08:48:46 EAT 2014
0840264f-d5e5-4902-9b9b-695d3584d325|tawi|5C1D9939-136A-55DE-FD0E-61D8204E17C9|094def52-bc18-4a9e-9b84-c34cc6476c75|Faintly, like a falling dew|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|49229BA2-91E5-7E64-F49C-923B7927C40D|Wed Aug 27 21:16:00 EAT 2014
a619783c-56c0-44dd-86bf-16ca5af7b39f|impala|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|9bef62f6-e682-4efd-98e9-ca41fa4ef993|This appeal to the common sense|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|Mon Dec 15 20:55:48 EAT 2014
02d2a391-7f48-4687-a7d3-4446838e20bc|20240|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a118c8ea-f831-4288-986d-35e22c91fc4d|She took refuge in a passionate exaggeration of her own insufficiency|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Mon Oct 06 14:22:21 EAT 2014
206d2510-ac07-4bc5-8d7d-a4d2ae83ff5d|20272|5C1D9939-136A-55DE-FD0E-61D8204E17C9|094def52-bc18-4a9e-9b84-c34cc6476c75|His hand supported his chin|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Sun Aug 24 08:38:20 EAT 2014
7f625cc5-98b4-4d95-8f2c-51d916b1adc9|tawi|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a118c8ea-f831-4288-986d-35e22c91fc4d|A sad inquiry seemed to dwell in her gaze|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|2F4AF191-8557-86C5-5D72-47DD44D303B1|Wed Sep 17 18:01:09 EAT 2014
805fa830-cca0-4359-a379-cec640b0e8f6|impala|0DE968C9-7309-C481-58F7-AB6CDB1011EF|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|To illustrate|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|49229BA2-91E5-7E64-F49C-923B7927C40D|Thu Sep 18 02:15:03 EAT 2014
a541c137-469d-4ee8-a350-006ecb7c0d05|20240|5C1D9939-136A-55DE-FD0E-61D8204E17C9|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|You are unduly distressing yourself|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Sun Sep 21 14:56:58 EAT 2014
24802b0e-17a5-451a-a5e9-92b4680cbbd7|20272|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a118c8ea-f831-4288-986d-35e22c91fc4d|Transparent like a shining sun|650195B6-9357-C147-C24E-7FBDAEEC74ED|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Mon Dec 15 20:11:53 EAT 2014
b66d0256-193d-4d9f-bdab-8ec8d68cff20|tawi|0DE968C9-7309-C481-58F7-AB6CDB1011EF|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|They have as many principles as a fish has bones|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|2F4AF191-8557-86C5-5D72-47DD44D303B1|Fri Aug 01 10:43:16 EAT 2014
8cf9647d-1dac-4877-b952-2f652c5f54e8|impala|5C1D9939-136A-55DE-FD0E-61D8204E17C9|9bef62f6-e682-4efd-98e9-ca41fa4ef993|There are some slight modifications|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|49229BA2-91E5-7E64-F49C-923B7927C40D|Mon Sep 15 20:32:08 EAT 2014
6a86cbd2-70b8-4373-a3c4-fce276ff1681|20240|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|9bef62f6-e682-4efd-98e9-ca41fa4ef993|We feel sure that you will approve of our action in this matter|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|49229BA2-91E5-7E64-F49C-923B7927C40D|Sat Aug 16 21:13:11 EAT 2014
03c9d0d1-2404-4643-bb1b-0aeea21c1749|20272|0DE968C9-7309-C481-58F7-AB6CDB1011EF|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|His face torn with conflict|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Tue Nov 11 11:03:37 EAT 2014
e68a7b21-1c77-4e4a-a6ff-9fb459eb61a3|tawi|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a118c8ea-f831-4288-986d-35e22c91fc4d|     [redolent = emitting fragrance; aromatic; suggestive; reminiscent]|650195B6-9357-C147-C24E-7FBDAEEC74ED|49229BA2-91E5-7E64-F49C-923B7927C40D|Wed Nov 26 19:41:53 EAT 2014
41942bc7-ad2b-43bc-83ad-d3f3352a4102|impala|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a2688d72-291b-470c-8926-31a903f5ed0c|And everybody here knows|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|49229BA2-91E5-7E64-F49C-923B7927C40D|Thu Nov 20 18:07:15 EAT 2014
ad806d63-ab35-4c1f-928f-7deb7f28edaf|20240|0DE968C9-7309-C481-58F7-AB6CDB1011EF|094def52-bc18-4a9e-9b84-c34cc6476c75|It is of no moment|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Sun Dec 21 16:59:12 EAT 2014
82d9fb83-da42-4992-bb0a-3258c693e30d|20272|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a118c8ea-f831-4288-986d-35e22c91fc4d|Aghast at his own helplessness|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Wed Oct 22 20:14:23 EAT 2014
f01d525c-f5cb-4661-9b7c-274912d5b12e|tawi|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|9bef62f6-e682-4efd-98e9-ca41fa4ef993|There are some who have an idea|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|2F4AF191-8557-86C5-5D72-47DD44D303B1|Sat Sep 20 11:34:26 EAT 2014
8f6d16f0-1a40-4fbf-986a-e623f8c631de|impala|0DE968C9-7309-C481-58F7-AB6CDB1011EF|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|In the course of these remarks|650195B6-9357-C147-C24E-7FBDAEEC74ED|49229BA2-91E5-7E64-F49C-923B7927C40D|Wed Nov 12 03:58:16 EAT 2014
d472eedc-60a8-439f-9e77-ecc9424e6919|20240|5C1D9939-136A-55DE-FD0E-61D8204E17C9|9bef62f6-e682-4efd-98e9-ca41fa4ef993|like a child catching an older person in a foolish statement|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Fri Oct 03 04:11:37 EAT 2014
90bf44eb-610c-4aef-bc78-64a7ca5beb91|20272|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a118c8ea-f831-4288-986d-35e22c91fc4d|A state of urgent necessity|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Sun Oct 19 00:51:40 EAT 2014
ab0cdc42-9062-4823-b95d-9513141ea5e9|tawi|0DE968C9-7309-C481-58F7-AB6CDB1011EF|094def52-bc18-4a9e-9b84-c34cc6476c75|I mention these facts because|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|2F4AF191-8557-86C5-5D72-47DD44D303B1|Mon Aug 11 18:13:47 EAT 2014
1d3d3f22-22d7-44b7-857a-52feb408ae7d|impala|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a2688d72-291b-470c-8926-31a903f5ed0c|Theories sprouted in his mind like mushrooms|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|Sun Aug 17 02:02:13 EAT 2014
a20cebdf-3689-4221-924a-232ff4e58520|20240|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|It stung like a frozen lash|650195B6-9357-C147-C24E-7FBDAEEC74ED|49229BA2-91E5-7E64-F49C-923B7927C40D|Thu Oct 02 12:18:52 EAT 2014
42f96431-eb04-4201-8d42-5752c2715657|20272|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a2688d72-291b-470c-8926-31a903f5ed0c|A generation of men lavishly endowed with genius|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Sun Nov 30 19:26:08 EAT 2014
ce05e96b-8b0c-4480-ae1d-fc221e90e776|tawi|5C1D9939-136A-55DE-FD0E-61D8204E17C9|094def52-bc18-4a9e-9b84-c34cc6476c75|Undeniably true|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|49229BA2-91E5-7E64-F49C-923B7927C40D|Thu Aug 07 18:38:43 EAT 2014
1ae15b13-1d5b-4b5f-a970-990d15aa38e0|impala|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|9bef62f6-e682-4efd-98e9-ca41fa4ef993|A conspicuous and crowning service|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|49229BA2-91E5-7E64-F49C-923B7927C40D|Fri Oct 17 09:04:36 EAT 2014
ecd298b8-4cc3-45a1-b312-a9159ea4d9df|20240|0DE968C9-7309-C481-58F7-AB6CDB1011EF|094def52-bc18-4a9e-9b84-c34cc6476c75|You are now invited to do honor|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Sat Sep 27 05:22:00 EAT 2014
ef950a81-7765-49a3-a329-8b2ef5c7c724|20272|5C1D9939-136A-55DE-FD0E-61D8204E17C9|9bef62f6-e682-4efd-98e9-ca41fa4ef993|Still another encouraging fact|650195B6-9357-C147-C24E-7FBDAEEC74ED|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Fri Oct 10 04:17:35 EAT 2014
5d539094-6b73-4f9e-8dd2-2741824c17b4|tawi|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a2688d72-291b-470c-8926-31a903f5ed0c|It will not be expected from me|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|2F4AF191-8557-86C5-5D72-47DD44D303B1|Sat Oct 04 08:40:29 EAT 2014
30c1b9da-595a-4641-bfb5-0a1f9974a83a|impala|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a2688d72-291b-470c-8926-31a903f5ed0c|Pruned of their excrescences and grotesque extremes|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|49229BA2-91E5-7E64-F49C-923B7927C40D|Sun Dec 14 20:36:32 EAT 2014
0a4ca4fd-897a-47df-bd4d-5f38d0ef60e0|20240|5C1D9939-136A-55DE-FD0E-61D8204E17C9|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|The strong hand of executive authority|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Tue Oct 21 00:54:12 EAT 2014
2d1f4c78-fa88-43e8-9697-9a017f3ec597|20272|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|9bef62f6-e682-4efd-98e9-ca41fa4ef993|In examining this part of the subject|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Wed Dec 10 03:45:15 EAT 2014
f6dbc50c-1c3c-4e88-8258-e643e6745944|tawi|0DE968C9-7309-C481-58F7-AB6CDB1011EF|094def52-bc18-4a9e-9b84-c34cc6476c75|I would as soon believe|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|Wed Sep 10 11:06:24 EAT 2014
854c5469-aa86-4791-a7ea-cd75cbce7869|impala|5C1D9939-136A-55DE-FD0E-61D8204E17C9|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|Flap loose and slack like a drooping sail|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|49229BA2-91E5-7E64-F49C-923B7927C40D|Tue Aug 12 02:25:04 EAT 2014
f75f192f-c3a7-4507-9439-c8cefb45fa60|20240|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a2688d72-291b-470c-8926-31a903f5ed0c|Soft as sleep the snow fell|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|49229BA2-91E5-7E64-F49C-923B7927C40D|Sat Sep 06 07:58:48 EAT 2014
3725ed54-778a-443c-8ef1-96a89cdf3c37|20272|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a2688d72-291b-470c-8926-31a903f5ed0c|I want to bespeak your attention|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Thu Aug 14 06:28:59 EAT 2014
e99c7f30-8225-42db-93aa-0f0504a9dcff|tawi|5C1D9939-136A-55DE-FD0E-61D8204E17C9|9bef62f6-e682-4efd-98e9-ca41fa4ef993|He felt an unaccountable loathing|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|Wed Nov 05 00:57:15 EAT 2014
51444d71-2486-4146-9df7-9e82246a2c1a|impala|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|094def52-bc18-4a9e-9b84-c34cc6476c75|It's as logical as it can be under the circumstances|650195B6-9357-C147-C24E-7FBDAEEC74ED|49229BA2-91E5-7E64-F49C-923B7927C40D|Sun Nov 09 03:23:45 EAT 2014
2a2c85de-409d-4a0e-9ebf-db4059db5d22|20240|0DE968C9-7309-C481-58F7-AB6CDB1011EF|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|I have one step farther to go|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Sun Dec 28 01:04:16 EAT 2014
9e8eed3a-fbe1-4308-b871-7d5a7d67b830|20272|5C1D9939-136A-55DE-FD0E-61D8204E17C9|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|Unforced and unstudied depth of feeling|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Fri Aug 29 05:13:34 EAT 2014
c4e0ad8d-484f-45ac-a9e0-4dbe370b463a|tawi|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a2688d72-291b-470c-8926-31a903f5ed0c|Swift as lightning|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|2F4AF191-8557-86C5-5D72-47DD44D303B1|Fri Oct 10 05:46:37 EAT 2014
1e4a53c6-0048-4631-af8d-c77993dc7a88|impala|0DE968C9-7309-C481-58F7-AB6CDB1011EF|9bef62f6-e682-4efd-98e9-ca41fa4ef993|Noble and sublime patience|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|Sat Nov 22 09:42:06 EAT 2014
f3a98222-5dca-4fcd-b128-5b50ae5c8772|20240|5C1D9939-136A-55DE-FD0E-61D8204E17C9|094def52-bc18-4a9e-9b84-c34cc6476c75|It is all very well to say|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Sun Aug 10 21:11:34 EAT 2014
35be59c5-382d-48d3-8165-c2f35256f1e0|20272|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a118c8ea-f831-4288-986d-35e22c91fc4d|The next point is|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Thu Nov 20 08:12:49 EAT 2014
fa14a857-da2e-4240-b2ba-d3e0cb23a14b|tawi|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a118c8ea-f831-4288-986d-35e22c91fc4d|In a gale of teasing merriment|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|2F4AF191-8557-86C5-5D72-47DD44D303B1|Sat Sep 20 13:48:58 EAT 2014
2f980f50-301e-46b3-9602-59c8dc582dd0|impala|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a118c8ea-f831-4288-986d-35e22c91fc4d|I think that I can explain|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|49229BA2-91E5-7E64-F49C-923B7927C40D|Thu Oct 16 09:47:34 EAT 2014
ab274188-696d-4c20-b500-119f14bae98f|20240|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|9bef62f6-e682-4efd-98e9-ca41fa4ef993|They stand like solitary mountain forms|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|Sat Dec 20 01:49:19 EAT 2014
3178d53e-dcec-4c1c-ad6e-5a09866d76f1|20272|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a2688d72-291b-470c-8926-31a903f5ed0c|The sentiment is worthy of you|650195B6-9357-C147-C24E-7FBDAEEC74ED|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Sat Dec 27 04:31:53 EAT 2014
5a095d8c-51b3-4c8d-b233-081d1c2d56bb|tawi|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a2688d72-291b-470c-8926-31a903f5ed0c|May I ask to whom you allude?|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|49229BA2-91E5-7E64-F49C-923B7927C40D|Wed Oct 29 12:56:00 EAT 2014
1affcb69-67f6-4218-8761-62b09b8b97b3|impala|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|9bef62f6-e682-4efd-98e9-ca41fa4ef993|Lastly, it can not be denied|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|49229BA2-91E5-7E64-F49C-923B7927C40D|Sun Dec 21 12:41:10 EAT 2014
f9fe8339-ce91-425d-adb8-7fe146319e5f|20240|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a118c8ea-f831-4288-986d-35e22c91fc4d|I see no exception|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Thu Nov 27 03:54:37 EAT 2014
994a2245-feb7-49e3-83c2-2c8af9b73cfb|20272|5C1D9939-136A-55DE-FD0E-61D8204E17C9|094def52-bc18-4a9e-9b84-c34cc6476c75|It was not unkindly meant|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Fri Oct 24 07:16:40 EAT 2014
14fabfdf-f0e3-4dd2-ab9d-b7c4ed7227ed|tawi|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|094def52-bc18-4a9e-9b84-c34cc6476c75|I thank you very sincerely for the honor|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|Fri Sep 12 03:08:46 EAT 2014
0356c251-e25f-4644-90ec-18ce475e8c89|impala|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a2688d72-291b-470c-8926-31a903f5ed0c|The sentiment to which I am to respond|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|49229BA2-91E5-7E64-F49C-923B7927C40D|Sun Oct 26 18:45:24 EAT 2014
9db7e48e-eb28-40c7-bceb-6ca011f41e2b|20240|5C1D9939-136A-55DE-FD0E-61D8204E17C9|9bef62f6-e682-4efd-98e9-ca41fa4ef993|The music and mystery of the sea|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Sat Sep 27 22:01:07 EAT 2014
0fe5c6d8-6409-4ab8-8dc9-502bfd73b4ff|20272|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a2688d72-291b-470c-8926-31a903f5ed0c|With the whisper of leaves in one's ear|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Sun Dec 14 02:07:47 EAT 2014
2bf03563-2fd8-4571-af2a-250df2e04f9c|tawi|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a2688d72-291b-470c-8926-31a903f5ed0c|An expression of mildly humorous surprise|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|2F4AF191-8557-86C5-5D72-47DD44D303B1|Wed Nov 05 11:45:18 EAT 2014
6ce96116-8c67-4f12-853e-6be7e88ce7ad|impala|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a2688d72-291b-470c-8926-31a903f5ed0c|Deafening and implacable as some elemental force|650195B6-9357-C147-C24E-7FBDAEEC74ED|49229BA2-91E5-7E64-F49C-923B7927C40D|Wed Oct 08 02:42:34 EAT 2014
